gene_symbol	Control1	Control2	Control3	Control4	Diseased1	Diseased2	Diseased3	Diseased4
RABL2A	30	30	59	8	57	86	67	205
SLC20A1	111	68	121	29	440	138	300	355
FBLN7	24	23	24	23	263	85	244	120
RP11-395L14.17	3	4	0	6	1	0	1	4
ZC3H8	40	56	57	23	145	114	98	216
LIPT1	18	12	15	8	107	6	23	56
CNGA3	13	18	13	21	7	0	19	4
FAHD2B	22	17	28	5	61	31	34	97
LYG1	1	0	1	0	0	7	1	15
AFF3	227	115	221	30	956	382	592	794
UBXN4	224	155	333	18	1625	1045	722	1844
SPOPL	31	21	83	9	278	207	220	500
THSD7B	6	10	3	9	28	23	3	13
GPR17	3	6	5	5	0	3	2	12
POLR2D	33	33	60	8	147	143	83	259
AMMECR1L	69	53	87	19	207	93	161	302
GALNT13	99	80	203	6	332	273	27	1030
PKP4	218	188	383	22	1310	1009	761	2476
SCN1A	26	41	33	40	44	87	7	14
SLC4A10	1	0	4	12	4	1	0	2
SCRN3	17	20	23	3	129	117	64	251
KIAA1715	220	129	256	30	1293	588	909	1667
ZNF385B	2	12	30	5	7	15	0	15
TMEFF2	10	7	8	9	4	9	1	25
CDCA7	20	26	19	15	37	17	2	56
DLX1	12	20	12	13	0	2	10	0
UBR3	164	170	248	12	993	1100	515	1571
PHOSPHO2	4	6	8	0	12	5	11	19
GULP1	70	55	108	22	301	234	184	524
FAM171B	21	36	59	9	386	169	219	193
HSPD1	83	68	207	9	434	545	383	970
CCDC150	24	48	30	40	80	38	19	37
METTL21A	49	59	57	36	106	64	118	133
UNC80	28	42	35	32	21	16	16	14
PTH2R	6	8	3	6	12	4	5	15
NBEAL1	147	166	399	29	1047	1247	735	1744
KANSL1L	46	56	90	11	330	273	112	663
SPAG16	15	38	23	10	124	127	85	114
ABCA12	5	22	15	15	7	13	16	20
SUMF1	86	62	92	21	398	310	241	306
NYAP2	19	20	12	18	9	0	14	0
RHBDD1	38	29	52	22	173	120	80	308
ACKR3	423	154	367	9	816	1299	621	1240
TRPM8	12	13	8	8	16	6	11	0
HES6	4	3	14	1	14	0	4	4
ESPNL	10	7	3	5	2	27	2	4
ANKMY1	61	65	87	28	163	160	112	261
COPS7B	84	74	99	25	221	144	128	278
DIS3L2	94	96	128	23	323	247	169	454
CPNE9	0	1	0	1	3	6	1	0
FANCD2	12	19	16	3	71	26	35	96
TAMM41	27	26	69	5	136	115	79	160
VGLL4	91	77	181	17	714	281	344	881
RAB5A	55	39	84	6	436	278	256	501
FAM134A	102	80	129	11	424	310	335	678
CTDSP1	136	94	207	6	555	527	527	937
RQCD1	28	20	70	8	264	173	123	361
4-Mar	11	9	7	8	4	0	32	0
STK11IP	30	30	46	13	72	77	66	56
GMPPA	22	15	49	5	101	52	151	138
GRIP2	58	90	91	47	292	61	223	171
EAF1	39	42	85	18	266	147	142	281
CNTN4	15	21	17	16	42	1	10	82
DYNC1LI1	50	59	85	16	465	230	159	542
RBMS3	202	216	305	25	1668	1242	695	2211
GADL1	13	11	6	17	1	0	12	11
OSBPL10	82	58	135	21	602	319	348	1050
POMGNT2	39	36	41	11	67	53	63	101
ACKR2	26	25	62	5	52	35	34	35
FAM198A	42	40	30	8	153	93	93	81
CSRNP1	61	32	37	8	84	93	112	154
SLC25A38	38	37	52	9	85	80	54	230
ITGA9	161	111	334	21	925	475	481	972
SLC22A14	2	9	7	2	3	5	8	1
GOLGA4	477	418	863	67	4633	2399	1733	4071
CTDSPL	83	73	123	33	457	235	361	655
STAC	1	16	18	8	40	17	28	29
IQSEC1	380	232	384	28	1769	729	993	1416
CAND2	14	29	29	4	99	72	72	110
RPL32	178	124	360	8	1538	2113	603	2883
PTPRG	335	337	675	34	2797	1540	1007	3083
IL17RD	133	101	192	24	969	255	698	592
SHQ1	28	47	53	15	93	124	50	191
SLC25A26	20	23	32	6	38	86	66	99
UBA3	26	27	75	7	268	217	120	327
ARL6IP5	182	85	351	8	1139	776	594	1366
TMF1	151	129	265	31	1233	722	692	1385
LRIG1	115	110	223	13	667	512	309	999
LRTM1	6	11	2	11	4	0	3	0
RP11-977G19.10	20	8	19	0	91	104	75	133
LIMD1	67	77	129	21	419	266	204	469
ZNF660	61	102	56	38	134	111	87	220
NFKBIZ	138	80	126	24	335	223	154	571
COL8A1	104	78	151	10	420	307	777	614
NXPE3	87	64	110	24	323	133	187	299
MYH15	17	22	18	17	30	5	20	5
PHLDB2	170	270	440	34	2034	967	1020	2811
ABHD10	59	90	91	36	214	212	103	269
TAGLN3	4	2	3	6	0	0	2	5
PLA1A	1	3	1	3	1	2	15	1
RABL3	23	37	53	6	131	186	63	331
ADPRH	26	28	38	27	126	86	42	79
IGSF11	6	18	6	7	20	0	3	28
ATG3	62	52	106	10	534	375	181	465
NR1I2	20	23	11	16	12	0	24	5
BOC	212	178	232	34	646	383	352	708
SRPRB	44	30	60	32	232	132	176	212
TMEM108	14	34	35	31	231	36	89	45
AGTR1	3	7	45	4	83	44	32	69
MED12L	43	61	69	17	133	39	24	246
EIF2A	57	45	101	3	420	309	185	591
ALDH1L1	35	43	26	30	24	95	29	40
OSBPL11	46	27	41	10	120	148	141	237
TRPC1	45	41	63	1	262	179	122	347
NCEH1	26	17	43	11	146	36	57	180
SPATA16	4	5	1	5	1	0	11	0
LPP	370	542	1190	61	4514	2878	1832	6145
TMEM44	17	34	55	8	107	93	111	174
RUBCN	70	71	142	23	255	250	248	497
AMT	30	26	23	9	67	72	8	130
TCTA	21	22	75	5	144	68	136	240
NICN1	30	9	25	2	102	66	93	145
UCN2	2	4	2	2	7	0	0	12
VPRBP	89	83	131	18	342	272	260	595
MANF	12	8	32	4	134	72	111	158
AC062028.1	4	5	2	3	0	1	0	0
RP11-496B10.7	26	28	24	0	85	78	29	59
STXBP5L	15	30	19	19	12	6	4	13
EAF2	3	7	1	0	4	9	8	44
ILDR1	6	4	2	3	8	0	5	1
TM4SF19	5	10	1	2	17	3	10	23
MUC4	11	29	9	10	9	7	10	0
SLIT2	213	199	276	22	1145	792	455	1326
EIF2B5	167	102	133	9	296	205	249	595
AHSG	2	7	3	8	0	0	7	0
ECE2	2	10	0	6	4	5	7	0
VWA5B2	4	9	1	1	0	0	0	12
DGKQ	28	27	38	4	91	108	93	144
FIP1L1	58	63	144	7	488	338	274	646
SLC26A1	2	5	2	4	0	12	0	4
LYAR	29	16	34	4	136	112	93	199
CENPC	92	111	151	24	728	788	313	1222
EPHA5	25	22	18	8	35	18	13	51
CORIN	16	31	17	27	15	8	34	48
ATP10D	112	83	142	11	427	421	384	963
OCIAD2	20	9	29	9	101	66	21	162
SLC10A4	5	9	1	5	0	0	0	0
SLC10A6	10	11	15	9	33	28	21	49
SCD5	36	18	38	12	145	43	56	131
PLAC8	5	12	1	10	14	13	3	0
ENOPH1	21	20	41	11	201	126	111	176
CABS1	1	5	7	7	0	0	0	0
GC	4	4	5	6	0	0	1	0
TRMT10A	10	7	18	6	48	51	16	80
KLHL8	28	40	57	18	227	165	120	435
SNCA	29	64	41	24	47	115	55	74
PYURF	46	33	87	2	454	312	328	540
TBCK	45	44	91	19	264	299	198	476
CAMK2D	68	80	193	9	767	519	324	838
CISD2	13	18	26	9	150	49	41	110
DDIT4L	6	14	18	9	39	48	39	90
ANK2	1321	510	1243	89	6141	2416	2132	3955
TIFA	56	84	51	37	113	128	145	215
SPATA5	60	69	100	19	187	231	257	418
FABP2	5	16	17	26	0	0	16	0
CCNA2	12	7	15	14	32	12	19	68
METTL14	60	75	112	24	339	373	201	518
USP53	1294	750	1022	47	3952	4335	2488	8268
SETD7	392	310	725	79	3262	1550	1461	3649
NAF1	16	21	35	8	49	70	84	153
1-Mar	30	56	61	40	120	59	73	57
SFRP2	331	166	229	7	3293	1096	1933	2277
RPS3A	546	431	919	5	3566	4501	2470	7466
RNF175	11	12	13	7	27	24	36	39
PDGFC	37	39	59	9	285	168	178	281
CBR4	39	42	93	10	266	308	156	493
GLRA3	7	9	10	13	0	0	1	0
CYP4V2	174	142	205	28	873	380	470	1042
ROPN1L	1	2	3	0	2	9	0	13
NDUFS6	25	15	49	0	302	128	60	218
6-Mar	253	226	381	20	1081	1206	773	2441
NKD2	2	7	1	4	2	7	31	8
CDH18	7	17	7	5	3	2	23	0
ADAMTS16	2	6	7	13	42	1	3	0
SRD5A1	26	49	40	17	114	61	154	174
MYO10	93	90	161	22	650	344	446	911
FAM105A	68	51	87	26	211	142	79	310
RPL37	261	210	460	50	2310	2669	988	3870
SKP2	17	17	50	1	96	75	71	203
OSMR	85	53	179	7	942	322	386	883
UGT3A1	18	46	24	23	1	4	19	7
PLK2	83	113	175	10	1212	445	330	1347
FAM159B	0	0	1	1	2	0	0	7
GZMA	1	4	1	0	3	29	1	0
PIK3R1	1486	1306	1764	44	3789	4851	2716	12701
HAPLN1	9	16	12	13	11	6	52	29
LHFPL2	252	133	274	31	1617	337	840	912
SSBP2	50	75	143	8	401	401	220	911
BHMT	4	10	8	9	19	0	5	9
ANKRD31	13	25	17	15	2	13	3	19
IQGAP2	25	39	67	8	511	462	149	325
CRHBP	5	9	5	2	5	8	7	30
RASA1	79	62	178	3	533	372	321	737
LIX1	5	19	11	17	1	14	4	0
GIN1	2	8	27	5	30	40	29	105
PPIP5K2	146	142	201	46	758	764	393	973
PAM	1047	369	1647	20	5997	3178	3667	7187
BDP1	342	405	656	51	2216	1786	1285	3291
GTF2H2	24	10	98	8	221	162	166	251
SLC30A5	58	37	116	5	313	307	321	431
BTF3	138	114	291	1	1186	1078	536	1893
FBXL17	44	39	80	9	205	220	186	284
SPATA9	27	40	32	30	3	6	14	13
TSLP	4	7	5	11	6	3	15	15
TNFAIP8	24	48	28	24	74	165	61	251
FEM1C	67	60	151	11	417	336	354	632
COMMD10	10	10	34	1	154	156	92	207
ATG12	78	93	163	15	523	364	300	639
MEGF10	19	34	14	13	64	36	49	114
ADAMTS19	3	5	1	1	62	25	4	12
YIPF5	40	25	86	3	340	179	263	533
ARHGAP26	90	141	152	35	611	602	282	946
CXCL14	192	225	438	3	2243	4358	661	5424
SLC25A48	23	35	29	26	36	29	43	26
DDX46	150	185	306	31	1343	811	591	1703
TIMD4	0	2	4	0	15	16	0	0
RNF145	56	61	101	30	444	293	253	572
C1QTNF2	77	33	82	10	210	86	99	121
GABRA6	6	5	4	4	0	0	3	0
GABRB2	13	26	11	24	39	23	38	24
FBXO38	65	76	135	16	490	380	234	626
SPINK7	5	2	1	2	0	0	3	0
PCYOX1L	30	51	51	19	55	45	81	130
TNIP1	227	174	320	7	1408	1090	612	1541
G3BP1	227	203	479	32	1599	1251	997	2287
ZNF300	40	45	49	33	161	111	41	238
RP11-889L3.3	23	41	58	19	197	73	49	128
NHP2	32	13	69	1	266	168	109	251
RMND5B	75	74	119	18	313	191	202	358
BOD1	42	27	57	1	272	177	117	357
CPLX2	26	32	13	19	11	4	20	19
TENM2	25	61	44	27	78	129	17	162
KCNMB1	15	22	19	18	30	28	26	38
FAM50B	27	13	28	4	44	54	48	67
MYLK4	16	21	13	10	25	16	15	26
FAM217A	1	1	1	3	0	11	0	0
TBC1D7	11	29	13	14	94	53	27	72
FARS2	28	14	28	6	102	85	76	152
GFOD1	77	117	244	27	513	431	271	974
CDKAL1	43	54	105	8	266	281	113	453
PCDHB18	19	32	22	10	39	38	19	61
PSD2	14	28	13	14	17	0	30	5
LRRTM2	12	19	24	25	0	62	8	69
ZMAT2	99	52	154	1	720	647	359	905
GFRA3	0	4	2	0	25	2	5	14
KLHL3	92	128	128	48	288	311	191	691
DCDC2	30	54	24	25	30	8	21	4
SLC17A4	22	27	22	23	16	8	20	0
KAAG1	2	13	4	4	2	6	1	0
TRIM7	37	41	52	21	81	36	97	204
TRIM41	98	110	100	54	286	225	267	368
HIGD2A	11	9	34	1	135	113	45	132
FAM193B	147	146	248	9	435	453	518	868
PLA2G7	2	0	0	0	34	2	0	19
TNFRSF21	3	9	25	5	87	82	18	90
RNF44	51	59	79	3	197	144	110	359
MUT	31	27	91	9	217	203	85	290
RASGEF1C	1	7	2	0	6	12	3	17
DOK3	18	23	17	8	61	37	39	19
ABT1	18	27	46	9	102	137	69	140
PPP1R18	204	195	414	20	1109	727	816	1330
DAAM2	540	274	454	32	1445	1018	1049	1778
PRIM2	6	11	20	1	84	34	48	142
MLIP	29	76	63	34	63	35	42	97
HMGCLL1	11	32	24	12	44	43	32	113
LGSN	8	17	14	12	4	6	23	6
FGD2	35	47	73	23	55	116	67	98
RP3-329A5.4	16	26	20	20	34	19	16	38
ANO7	9	12	7	8	11	23	33	15
CRIP3	5	2	1	2	5	2	7	0
TTBK1	32	47	17	27	10	12	13	16
TCTE1	4	2	1	1	1	0	1	9
RPL7L1	105	92	212	24	661	435	540	843
NFKBIE	17	18	11	8	45	13	50	62
CYP39A1	8	6	12	6	19	31	1	58
TPBG	43	40	70	20	158	131	183	260
IRAK1BP1	23	20	39	30	85	47	52	84
PHIP	264	307	467	65	1426	2015	821	3097
PRSS35	14	20	21	17	58	15	15	54
MMS22L	77	104	94	61	172	132	109	184
FAXC	44	84	46	36	6	11	55	43
GABRR1	3	11	6	10	0	0	14	0
PNRC1	252	243	466	3	1867	1289	1318	2901
PM20D2	45	41	64	26	199	163	103	337
RARS2	39	42	109	1	291	231	140	363
SCML4	18	17	7	17	19	24	23	3
TBC1D32	12	18	14	0	72	86	42	94
CLVS2	25	37	67	33	21	9	34	105
GPR6	5	5	3	4	0	0	0	0
RNF217	61	74	125	21	463	434	265	706
RSPO3	22	28	37	18	91	231	9	117
ARHGAP18	31	48	99	6	420	287	172	331
TAAR2	2	7	3	6	0	0	3	0
TAAR6	16	21	12	12	1	5	12	0
TAAR8	19	31	20	14	5	0	12	0
ABRACL	2	4	16	3	82	33	14	67
TAAR1	2	3	2	1	0	0	7	0
SLC18B1	3	5	4	0	41	60	28	39
MTFR2	1	3	6	2	4	5	0	2
SLC2A12	10	19	10	11	8	28	62	39
SHPRH	148	213	344	76	1226	1098	634	1924
AIG1	46	51	90	17	322	318	176	379
DYNLT1	21	30	46	9	153	108	117	211
TIAM2	250	114	249	43	349	257	541	519
TMEM181	50	41	119	12	342	241	200	507
PNLDC1	0	2	2	0	0	5	2	6
WTAP	128	115	211	23	721	468	327	889
ZMYM4	83	81	149	16	704	578	361	1085
VIP	1	0	5	1	0	9	7	18
ARMT1	15	18	42	12	162	136	82	214
SLC22A3	4	35	24	7	33	127	7	124
C6orf123	19	20	20	13	8	12	8	37
VWDE	2	8	1	18	0	2	7	0
GNA12	103	76	193	17	481	359	366	493
C7orf50	61	84	115	8	302	290	228	315
SDK1	31	60	72	11	464	253	242	185
WASH2P	81	97	102	14	211	71	165	319
CCZ1B	78	64	134	20	403	184	444	403
C7orf26	34	18	27	4	72	49	84	125
RBAK	27	65	64	30	393	231	163	438
CREB5	154	106	337	27	932	430	425	498
FERD3L	2	5	2	1	0	0	7	3
EGFR	369	288	690	45	2718	1989	1016	2584
CDCA5	2	10	10	5	24	0	6	0
IGFBP3	113	130	156	11	1129	397	561	755
PURB	80	73	151	25	648	449	297	736
AC004453.8	2	3	4	1	5	4	2	9
SSC4D	4	3	0	3	5	3	4	0
MDH2	57	32	75	7	295	245	170	334
POMZP3	5	8	15	2	94	49	31	79
GBAS	29	27	101	17	345	320	157	342
CCT6A	80	57	173	4	591	557	339	919
PSPH	18	10	30	1	65	40	16	47
TRIM50	2	1	4	0	0	4	1	2
ZNF92	7	11	17	1	73	44	39	60
ATXN7L1	46	46	85	12	161	72	138	462
TMEM168	41	59	120	15	298	364	157	382
ASB15	11	23	12	16	1	4	19	0
C7orf43	10	16	11	4	30	41	42	83
SLC12A9	47	54	105	13	153	124	215	272
GIGYF1	309	318	429	11	1060	1075	829	1595
TRIM4	116	115	156	23	366	286	263	982
MEPCE	58	44	85	9	138	129	176	388
ZAN	6	9	3	8	0	0	4	1
TMEM209	20	18	31	3	153	67	54	235
AGBL3	21	14	16	20	53	44	24	78
ZC3HAV1L	11	4	11	1	81	20	27	90
TMEM140	8	16	32	5	112	172	26	251
TLK2	54	79	120	20	431	330	260	737
EPHA1	21	15	8	12	3	18	13	38
NOM1	69	75	123	35	280	194	239	373
CNPY1	2	14	8	12	1	0	5	0
NCAPG2	20	20	36	5	257	131	120	248
ASB10	0	3	0	2	3	0	2	0
NLGN4X	16	35	15	17	97	23	197	169
SHROOM2	27	51	24	18	101	39	74	124
LUC7L2	229	222	398	15	1812	1128	663	2056
DENND2A	39	41	67	6	303	131	108	129
TMEM27	0	0	1	0	8	0	0	1
SH3KBP1	41	61	165	5	846	451	305	598
TMEM47	115	76	165	15	728	433	485	938
LANCL3	10	20	11	9	25	9	6	24
SYTL5	6	9	1	8	0	5	3	11
CASK	117	126	181	61	810	340	403	797
KDM6A	81	52	78	8	283	276	221	493
SPIN2A	27	32	23	15	34	4	23	21
MSN	1114	719	1985	10	7756	3044	4100	6098
AKAP4	3	7	2	8	2	0	3	0
CCNB3	25	25	1	29	1	1	18	0
HDAC8	45	33	59	21	139	176	151	293
SLC16A2	29	35	42	8	199	107	137	214
CXorf36	101	99	192	26	490	494	452	1120
ZNF157	7	3	1	7	0	1	0	23
ZNF182	31	36	43	30	133	104	114	175
CHST7	29	36	62	14	83	156	75	179
KRBOX4	16	23	41	8	118	103	118	217
NDUFB11	18	14	32	3	98	129	133	112
ZNF41	43	71	79	31	202	124	166	413
RAB41	2	2	1	8	0	0	3	0
ZMYM3	61	58	58	9	281	111	124	219
TAF1	231	246	368	24	1474	988	701	2313
GPR174	19	50	7	20	15	14	24	6
NONO	260	188	394	12	1612	905	810	1733
CCDC120	12	20	12	5	22	31	42	57
LPAR4	9	16	8	11	10	7	6	0
EBP	15	11	18	2	61	36	63	43
AWAT2	2	4	3	1	0	0	0	0
OGT	549	555	1019	23	3451	2637	1649	5112
SNX12	32	21	62	0	190	190	140	202
ITGB1BP2	16	35	7	11	16	2	31	16
IL2RG	4	8	10	6	26	2	16	27
GCNA	35	45	27	20	53	35	37	64
ZNF711	9	23	8	9	19	66	18	46
CPXCR1	6	11	2	11	0	0	5	0
DIAPH2	94	123	302	15	738	556	372	1278
NXF3	1	10	6	11	4	3	9	1
RIPPLY1	3	4	1	2	0	8	0	0
PRPS1	34	16	48	0	203	141	81	245
CXorf57	10	25	11	12	44	49	28	26
FRMPD3	27	33	5	17	7	2	19	9
HTR2C	41	66	14	42	1	3	29	9
DOCK11	217	148	550	1	1782	1494	830	2393
IGSF1	7	8	4	12	0	6	1	5
ARHGAP36	3	4	0	1	0	0	4	0
GPC3	37	32	119	0	145	238	31	172
GPR119	5	17	5	9	0	0	0	0
RBMX	233	150	392	25	1500	1012	712	2572
MCPH1	72	52	91	34	287	239	136	338
MFHAS1	55	59	71	19	199	115	167	201
FBXO25	81	50	125	28	539	446	168	706
MAGEA4	21	34	9	19	3	7	13	0
NSDHL	12	5	20	1	38	41	15	65
ZNF185	22	19	8	3	226	63	237	169
CETN2	22	14	33	7	198	228	77	171
RPL10	559	330	863	7	2769	3109	2164	5666
CSGALNACT1	132	132	217	24	566	408	423	1350
ATP6V1B2	111	112	173	47	690	449	290	720
CCDC25	64	85	105	17	531	492	192	652
HMBOX1	67	90	142	21	444	332	335	756
CHRNB3	6	9	5	8	0	15	6	0
CHRNA6	3	4	1	2	0	0	4	0
GNRH1	8	12	7	6	67	45	36	102
BIN3	50	46	87	12	133	110	97	275
DOK2	3	10	17	4	41	27	24	32
SLC25A37	120	104	203	15	407	338	275	853
CHMP7	73	43	78	9	211	140	198	277
DOCK5	68	208	224	39	495	523	227	906
STAR	10	18	10	9	4	0	17	12
PROSC	74	61	125	1	409	295	213	739
ERLIN2	67	55	107	22	403	311	240	517
SNTG1	26	31	27	25	0	3	18	0
PXDNL	7	8	6	4	21	7	6	14
ST18	35	67	28	49	9	10	28	4
RGS20	4	6	6	4	0	0	0	0
TACC1	825	657	1747	49	4674	3008	2423	7467
GOLGA7	23	16	51	5	322	297	182	454
PLPP5	19	21	31	8	136	36	89	88
GINS4	33	39	26	15	30	24	46	14
NSD3	217	205	409	46	1370	1039	796	2080
DNAJC5B	11	20	5	11	8	9	0	0
CRH	21	37	19	19	4	15	34	7
TRIM55	5	5	1	2	7	0	2	2
ADHFE1	26	32	37	9	57	47	28	203
MRPS28	13	14	34	0	84	106	43	96
PMP2	10	26	11	28	6	45	0	48
LACTB2	6	6	16	0	55	44	22	52
PRDM14	2	3	1	3	0	0	4	0
TERF1	104	146	160	47	275	150	225	521
RPL7	420	302	884	2	3541	4559	1942	6238
SLC26A7	3	11	7	12	5	14	3	18
ATP6V0D2	0	1	4	0	4	0	1	2
SYBU	74	69	151	25	139	168	145	361
DPYS	5	11	9	2	1	0	0	3
MTDH	261	190	377	19	1792	813	1012	1678
LRP12	57	60	62	37	233	158	171	232
EBAG9	12	9	45	3	220	143	78	248
RSPO2	8	9	8	9	4	0	14	15
POLR2K	20	4	27	3	94	64	55	115
MAL2	4	8	9	6	9	112	7	35
EIF3H	145	140	229	17	923	815	483	1901
UTP23	45	37	70	17	177	227	171	285
NDUFB9	31	34	91	2	322	270	150	408
TATDN1	23	20	61	7	291	280	97	395
FAM83A	18	29	13	23	13	11	31	9
FAM135B	39	64	39	49	38	26	27	38
ZNF7	47	69	81	16	214	101	122	298
ARHGAP39	18	21	13	17	53	40	34	41
SLC39A4	9	21	9	11	26	15	28	37
NAPRT	23	22	53	4	159	98	95	159
VLDLR	44	63	39	43	170	123	55	87
AK3	53	46	95	4	454	329	151	413
UHRF2	87	102	156	19	538	584	311	776
NFIB	706	575	1269	44	6728	3663	2219	7572
CER1	6	7	6	8	0	0	0	1
PLIN2	50	57	65	14	312	250	129	368
IFNA5	0	2	2	4	22	0	1	1
HAUS6	56	62	78	12	266	274	150	498
CDKN2B	43	52	48	38	67	222	68	148
IFNA16	7	2	2	5	0	0	0	0
CDKN2A	6	10	8	10	11	2	27	12
C9orf72	24	19	52	3	195	279	51	258
IFNK	6	6	1	4	1	1	0	0
ZCCHC7	56	57	91	19	352	412	188	726
FBXO10	28	26	31	12	127	67	90	157
SIGMAR1	48	32	69	6	227	112	184	195
CBWD5	60	73	99	42	297	354	187	267
CEP78	59	91	75	54	178	122	110	308
NTRK2	677	419	676	80	3209	1500	1818	3253
IDNK	4	8	11	2	62	35	16	49
SHC3	75	83	55	53	501	128	120	162
AUH	62	70	65	11	230	329	179	449
MFSD14B	69	28	91	1	390	242	266	311
C9orf3	210	191	333	49	1314	964	948	1917
PLPPR1	8	8	1	6	1	1	6	0
OR13C4	1	6	3	5	5	0	10	0
ZNF462	214	191	338	44	1039	771	887	2150
INIP	20	15	34	2	152	135	103	166
UGCG	17	21	51	1	299	151	139	288
ACTL7B	10	15	9	11	4	0	11	9
SNX30	149	112	174	48	774	259	490	441
STOM	247	205	516	5	2303	1157	1136	3473
GSN	6927	5325	14402	124	18864	21566	14326	37339
MRRF	42	73	90	36	260	179	122	461
NR6A1	14	18	17	17	13	15	15	37
CRB2	17	18	5	10	4	15	17	1
OR5C1	6	1	3	2	0	1	0	2
ALAD	70	48	115	4	430	359	194	703
ASTN2	17	26	20	17	54	26	36	47
WDR31	38	33	25	16	67	33	25	52
POLE3	47	36	82	3	410	222	186	418
SURF4	162	73	286	4	868	456	756	708
GBGT1	28	23	44	3	90	56	95	107
SURF1	11	12	26	1	60	63	69	119
SURF2	7	5	6	1	43	28	44	62
SURF6	102	98	158	7	433	381	345	523
MED22	71	54	97	13	343	189	253	292
REXO4	47	23	86	0	227	188	122	289
RPL7A	387	248	752	8	2729	1863	1268	4849
GTF3C5	53	51	73	7	221	134	160	371
ASB6	39	42	45	17	128	106	156	167
PTGES2	19	20	51	9	89	91	107	100
NTMT1	18	21	18	4	37	27	52	56
CIZ1	284	187	433	23	1353	892	814	1887
SLC25A25	24	25	33	8	124	66	113	131
SH3GLB2	129	110	134	22	356	327	266	450
FAM73B	52	31	78	15	66	150	130	184
PTGES	8	6	35	1	80	47	12	57
LRSAM1	45	35	57	11	140	88	88	187
HMCN2	224	279	280	25	722	1563	1335	642
GPR107	202	167	303	30	966	410	736	1033
C9orf142	11	9	16	5	40	32	53	42
IDI2	8	12	7	3	0	0	3	0
INPP5E	50	42	62	15	150	98	95	273
SEC16A	200	151	336	13	879	670	661	1196
DPH7	49	32	53	12	156	132	107	254
NOTCH1	150	262	338	15	1182	738	837	1476
CACNA1B	12	16	8	16	22	13	18	2
NACC2	72	46	105	28	230	218	268	366
PROSER2	8	32	15	10	28	19	39	86
USP6NL	94	96	125	75	256	189	94	335
COMMD3	31	32	60	19	190	171	104	234
MSRB2	18	16	13	6	72	71	52	80
PDSS1	0	3	6	1	7	15	13	31
FAM171A1	30	44	72	12	175	81	177	282
FAM188A	20	25	47	4	172	194	139	407
TMEM236	4	13	6	6	3	18	17	33
RSU1	52	55	149	5	565	471	431	923
ST8SIA6	0	6	9	2	9	8	6	21
PARD3	121	124	186	4	865	589	450	1092
ANKRD30A	11	21	9	9	0	0	12	0
ZEB1	669	532	1073	33	5581	3929	2641	8369
FAM13C	58	49	170	3	293	568	354	1010
NRBF2	22	22	38	2	240	72	64	265
A1CF	8	21	12	32	3	0	6	0
CDHR1	18	31	11	26	8	6	15	25
RGR	5	13	7	15	3	2	12	3
POLR3A	36	45	98	22	227	173	213	394
HERC4	112	108	228	27	601	567	442	1095
C10orf11	25	15	43	9	167	126	53	145
CAMK2G	64	114	140	21	558	280	229	484
ADIRF	255	152	383	2	951	1940	487	2374
GLUD1	289	159	521	3	1340	891	853	1865
ANKRD1	3	1	1	2	0	10	0	0
HTR7	12	10	8	18	8	4	7	12
RPP30	16	24	34	3	135	124	51	239
FRA10AC1	71	109	135	55	380	410	192	628
ADD3	290	305	600	14	2571	2275	1219	2819
VAX1	17	16	12	19	7	1	3	0
DNAJB12	78	65	133	10	342	269	195	326
EIF4EBP2	231	154	390	13	1292	1428	876	2849
NPFFR1	29	45	19	27	12	16	20	7
PLEKHS1	19	26	13	13	20	14	17	24
TCF7L2	85	72	184	6	362	328	199	716
MKI67	73	114	74	90	344	52	76	52
CYP17A1	5	6	4	6	0	0	5	0
INA	12	15	6	22	0	10	8	1
FUOM	8	10	10	1	25	41	22	38
LRRC27	34	45	57	31	107	40	81	86
MTG1	43	41	77	3	233	157	145	324
NKX6-2	5	13	6	5	8	7	11	1
PAOX	8	14	5	3	8	21	11	27
GSTO1	43	17	47	1	239	99	111	188
TAF5	9	11	19	2	59	27	46	104
PPRC1	85	50	87	15	222	203	303	308
ITPRIP	118	81	94	32	406	162	272	407
CNNM2	131	156	143	74	343	256	261	561
PDCD11	76	56	140	10	318	203	249	432
ADAM12	21	25	34	22	352	88	189	44
RGS10	10	12	26	1	145	76	63	144
BTBD10	44	40	68	3	239	267	168	440
ADM	74	62	70	8	225	301	149	283
GAS2	1	3	1	1	171	27	38	20
SLC5A12	15	52	18	21	10	10	11	2
LIN7C	43	51	77	7	346	316	222	718
LRRC4C	15	15	23	14	99	33	65	78
IMMP1L	2	6	4	1	8	30	5	35
PGAP2	10	13	13	2	75	33	36	80
TUT1	47	39	38	9	106	80	73	164
SYT8	8	13	1	10	0	17	6	10
ZNF214	23	29	24	12	22	27	18	66
ZNF215	13	15	12	20	36	16	7	22
HSD17B12	69	71	112	16	321	205	242	537
APIP	14	20	23	9	111	110	32	71
PAMR1	68	28	153	4	226	86	119	172
DGKZ	80	92	152	14	525	310	313	678
EIF3M	78	88	142	8	569	516	313	1073
TNKS1BP1	407	438	866	39	2712	1988	1764	2352
GLYAT	5	9	12	6	0	38	4	19
SERPING1	1143	640	1650	7	2965	2233	2788	6989
SSRP1	138	142	278	20	926	531	595	1357
SLC43A1	31	27	44	1	82	70	138	228
PTPRJ	40	47	55	18	278	124	144	157
